Front,Back,Tags
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Right</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Turn right.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>يمين</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>yamīn</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>لف يمين.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>lif yamīn.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Turn right.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Left</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Turn left.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>شمال</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>shimāl</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>لف شمال.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>lif shimāl.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Turn left.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Straight</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Go straight.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>مستقيم</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>musta2īm</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>روح مستقيم.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>rū7 musta2īm.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Go straight.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Near</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Near here.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>قريب</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>qarīb</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>قريب من هون.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>qarīb min hōn.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Near here.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Far</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>It’s a bit far.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>بعيد</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ba3īd</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بعيد شوي.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ba3īd shway.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>It’s a bit far.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Where is the way?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Where’s the way to the mall?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>وين الطريق؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>wēn iṭ-ṭarī2?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>وين الطريق عالمول؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>wēn iṭ-ṭarī2 3al-mōl?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Where’s the way to the mall?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Water</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I want water.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>مي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>mayy</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدّي مي.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddī mayy.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I want water.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Coffee</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Black coffee, please.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>قهوة</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>2ahwe</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>قهوة سادة لو سمحت.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>2ahwe sāde law sama7t.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Black coffee, please.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Tea</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I want tea.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>شاي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>shāy</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>بدّي شاي.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>baddī shāy.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I want tea.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Food</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>The food is good.</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>أكل</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>2akel</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>الأكل طيب.</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>il-2akel ṭayyeb.</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>The food is good.</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>Restaurant</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Where’s the restaurant?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>مطعم</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>maṭ3am</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>وين المطعم؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>wēn il-maṭ3am?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Where’s the restaurant?</div>
</div>",reverse-recall source::words-phrases
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I like coffee</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>أنا</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ana</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا بحب القهوة</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana bḥebb el-ʔahwe</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I like coffee</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
